COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-CI-6622	COADREAD_2	0	0	588.81	0.044412	0.11423	0	0.023694999999999997	0	10455.0	1888.1	1897.8	0.60575	0.039705000000000004	0.072104	24094.0	0.026102999999999998	0.043842	2107.7	0.25355	390.0	0.045602	0.08808400000000001	0.037389	7553.2	1716.8	0.43068999999999996	0.03696	0.64475	3154.7	0.10752	11263.0	0.03134	0.25719000000000003	0	0.045617000000000005	0.072728	0.30966	0.043669	0.26082	1481.1	0.061772	0.016269	0.06288099999999999	0.034857	0.040511	0.055538	0.14501	1727.4	0.036038	0.043992	1653.8	396.78	-1	1	3270.0	9332.8	0.10082	0.07119099999999999	0.025155	4.2391	14.837	0.050065	0.053187	0.46598	0.03225	1394.7	112.34	2.6486	0.07724	755.4	3340.8	2270.4	7244.6	0	0	0.048304	0.041604	-1	-1	559.98	0.9348	3.4276	3.4276	1.0906	0.020065	0.4015	-1	-1	-1	0.27698	6032.2	1659.6	-1	0.045104000000000005	0	-1	0.037886	-1	3863.1	0	0.043102999999999995	-1	665.96	8.4782	1327.3	-1	-1	-1	-1	-1	-1	0.11597	15.261	2876.6	12389.0	-1	1320.0	490.04	1.2717	13094.0	-1	0	5.6088	0.9348	6.6994	1002.5	124.63	0	628.66	19702.0	15593.0	0	3.2718	13.399000000000001	9.347999999999999	10.174	0.3116	-1	0	0	1.558	4.9856	0	0	0	0	0	0	0	0	1	0	0	0	0	3881.7	6312.4	7.1668
TCGA-CI-6623	COADREAD_1	1	0	899.01	0.056633	0.19777999999999998	0	0.023721000000000003	0	29051.0	2562.8	1261.0	0.14695	0.040441000000000005	0.087506	8319.6	0.032527	0.20817	3055.8	0.027136	217.16	0.045545999999999996	0.10422000000000001	0.088416	8614.8	1287.1	0.10330999999999999	0.057952	0.11775999999999999	4892.7	0.08642799999999999	9609.5	0.030519	0.066967	0	0.037831000000000004	0.078592	0.041891000000000005	0.066438	0.063986	841.81	0.06805	0.016099000000000002	0.073012	0.084026	0.054074000000000004	0.05268	0.081092	1049.4	0.032425999999999996	0.04038	1689.7	1170.5	1	0	4328.7	5307.2	0.039036	0.04192	0.027804000000000002	0.3531	31.427	0.049489	0.046372000000000003	0.079583	0.024898	812.15	258.12	2.3308	0.078546	1056.5	1834.8	2618.3	9699.5	0	0	0.29882	0.035345	-1	-1	568.86	1.3985	9.3232	4.6616	2.3308	0.17782	0.24436	-1	-1	-1	0.022524000000000002	5054.4	2149.4	0	0.053036	0	-1	0.030936	-1	2540.2	1	0.32472	-1	679.38	6.4018	2059.7	-1	-1	-1	-1	-1	-1	0.14814000000000002	2.1186	2047.3	10480.0	-1	1919.1	1109.5	0.7062	9472.8	0	1	4.1954	0.69924	17.480999999999998	1341.5	34.958	0	990.47	12737.0	9307.2	0	8.3909	26.338	18.879	23.305	1.3985	-1	0	0	2.3308	10.489	0	0	0	0	0	1	0	0	1	1	1	1	1	4817.8	11.299000000000001	9.0901
TCGA-CI-6624	COADREAD_1	1	0	488.94	0.046314	0.06862599999999999	0	0.020455	0	25306.0	1881.6	3061.8	0.037203	0.034964999999999996	0.076928	11048.0	0.035061	0.047937	6523.0	0.048412000000000004	508.3	0.033676	0.085265	0.044127	10355.0	3320.3	0.10712	0.15212	0.035179	2901.8	0.08441599999999999	9148.9	0.032737	0.031599	0	0.030599	0.058039	0.049182	0.033394	0.11015	991.24	0.05306	0.015916999999999997	0.08089099999999999	0.29928	0.081428	0.062592	0.055421000000000005	2347.0	0.025934	0.055166	1396.6	221.2	1	0	4856.2	16008.0	0.087923	0.033523000000000004	0.034016000000000005	0.9217	67.742	0.063933	0.074478	0.051816999999999995	0.034454000000000005	964.52	381.57	0.61793	0.068372	1294.0	1388.6	2377.4	4076.0	0	0	0.055728999999999994	0.056323000000000005	-1	-1	480.18	3.2442	7.4152	2.6262	1.6993	0.021275	0.0453	-1	-1	-1	0.024059999999999998	4682.9	1287.6	-1	0.05124600000000001	0	-1	0.030514	-1	2671.4	0	0.039788	-1	478.8	7.6866	529.95	-1	-1	-1	-1	-1	-1	0.056337	1.3825	6175.6	6328.1	-1	906.91	541.94	2.3041	7688.9	-1	0	2.0083	0.15448	14.367	1254.8	44.24	0	796.77	10702.0	6542.4	0	1.8538	2.6262	12.977	18.894000000000002	0.77242	-1	0	0	1.6993	4.1711	0	0	0	0	0	1	0	0	-1	1	1	-1	0	4542.4	1052.1	3.3986
TCGA-CK-4947	COADREAD_3	0	0	784.45	0.049705	0.3962	0	0.11333	0	13689.0	5555.4	1199.1	0.42223	0.17786	0.29724	8316.6	0.035331	0.13974	8817.0	0.40356	342.35	0.047339	0.41536000000000006	0.028567000000000002	12882.0	1814.0	0.53642	0.39149	0.6098399999999999	1599.3	0.1113	9432.4	0.027894	0.41535	0	0.028564999999999997	0.33508000000000004	0.073943	0.059739999999999994	0.25497	859.68	0.18523	0.28453	0.067746	0.20157	0.22163000000000002	0.08885599999999999	0.23847	1814.5	0.052283	0.053748000000000004	4063.1	814.46	0	1	2054.5	8302.6	0.055728999999999994	0.25961999999999996	0.39785	74.81	269.23	0.35862	0.043925	0.18739	0.027326999999999997	1887.6	288.67	1.0266	0.054295	1272.6	4884.7	1796.3	8544.8	0	0	0.54323	0.40526	0	0	469.99	0.82132	7.3919	4.3119	1.0266	0.077917	0.5595100000000001	0	0	0	0.081714	3655.1	1844.9	0	0.42289	0	0	0.029071	0	2679.6	1	0.075926	0	289.1	15.870999999999999	1353.3	0	0	0	0	0	0	0.2476	49.873000000000005	3065.5	9404.1	0	925.19	291.21	0.8453	12187.0	0	0	3.6959	2.8746	5.7492	1365.6	404.48	0	891.38	12223.0	12139.0	0	6.1599	10.472000000000001	6.3652	2.5359	1.848	0	0	0	0.41066	2.2586	0	0	0	0	0	0	0	0	1	1	0	0	0	6169.1	17.752	1.848
TCGA-CK-4948	COADREAD_1	1	0	619.41	0.049782	0.07079400000000001	0	0.018472	0	16948.0	2512.5	1154.0	0.027339	0.026708999999999997	0.16493	16554.0	0.036945	0.039971	1477.6	0.044157999999999996	203.95	0.050419	0.070655	0.029320999999999996	9095.4	2778.3	0.09766699999999999	0.091251	0.37863	3410.2	0.09877799999999999	14213.0	0.033688	0.46331999999999995	0	0.035177	0.090314	0.04133	0.03142	0.049023000000000004	1746.7	0.053256	0.12362000000000001	0.059149	0.23781999999999998	0.04095	0.05160700000000001	0.20992	1525.3	0.042812	0.042427	1201.1	408.88	-1	0	4897.0	7569.7	0.034517	0.03605	0.024616	3.9474	27.631999999999998	0.058337	0.038336	0.40475	0.037859	358.55	201.65	0.55791	0.079698	810.86	8729.8	2438.8	3451.0	0	0	0.24570999999999998	0.053689	-1	0	580.92	3.9054	9.4845	4.7423	0.8368700000000001	0.026481	0.036722000000000005	-1	-1	-1	0.18731	2678.6	2099.3	0	0.058125	0	-1	0.032242	-1	1754.0	1	0.05166900000000001	-1	477.96	13.507	910.53	-1	-1	-1	-1	-1	-1	0.044196	30.592	481.58	9961.5	-1	1462.8	1457.6	2.3026	13024.0	0	1	0.8368700000000001	2.7896	7.8108	1036.2	13.158	0	514.14	17156.0	15522.0	0	5.5791	3.9054	3.9054	7.8947	3.9054	-1	0	0	0.0	1.9527	0	0	0	0	0	1	1	0	1	1	1	1	0	3382.2	3593.4	2.2316
TCGA-CK-4950	COADREAD_3	0	0	696.66	0.041819	0.45318	0	0.22956999999999997	1	10094.0	6064.3	1616.1	0.42123	0.088665	0.38898	12907.0	0.04465	0.046296	2560.9	0.3701	317.52	0.35378000000000004	0.49622	0.30585999999999997	13042.0	2956.5	0.5418	0.36045	0.51266	1465.0	0.32398000000000005	14585.0	0.028791000000000004	0.4468	0	0.08312	0.5219	0.38476	0.4845	0.43746999999999997	661.5	0.4882	0.19421	0.06179199999999999	0.34279	0.47886000000000006	0.36366	0.36526	1922.2	0.056396	0.050502	1736.2	624.99	0	1	2387.4	7213.2	0.071654	0.28852	0.44971000000000005	29.809	149.38	0.47115	0.038794999999999996	0.39607	0.030137999999999998	1622.4	404.94	1.0397	0.34692	1084.8	2966.1	2350.6	7958.4	0	0	0.48843000000000003	0.6167699999999999	0	0	437.76	0.0	8.8372	3.6388	2.8591	0.2019	0.47013	0	0	0	0.18350999999999998	2710.0	1791.9	0	0.38278	0	0	0.028222000000000004	0	1636.5	1	0.38514	0	295.41	10.283	1297.9	0	0	0	0	0	0	0.50776	43.207	3515.8	12102.0	0	897.29	19.090999999999998	4.0192	11982.0	0	0	0.0	0.0	4.1587	1760.1	387.19	0	407.95	13017.0	12145.0	0	17.934	1.8194	8.3173	1.6747	0.25992	0	0	0	0.77975	3.1189999999999998	1	1	0	0	0	0	0	0	1	1	0	0	0	5598.8	28.804000000000002	2.3393
TCGA-CK-4951	COADREAD_4	1	1	124.11	0.43363999999999997	0.57528	1	0.38939	1	14408.0	2817.6	1064.7	0.32966	0.53408	0.11963	15629.0	0.029464999999999998	0.043222000000000003	919.63	0.51747	106.33	0.57507	0.5212	0.47261000000000003	11740.0	490.04	0.46319	0.46028	0.57839	1280.9	0.60988	8378.7	0.38500999999999996	0.54514	0	0.55242	0.54987	0.48913999999999996	0.32735	0.35188	335.35	0.037791000000000005	0.36054	0.60245	0.54562	0.5151399999999999	0.09723	0.40941	751.07	0.12693	0.53135	418.81	941.32	0	1	3148.3	4450.2	0.5443399999999999	0.43048000000000003	0.55319	0.0	9.2461	0.68037	0.57257	0.55907	0.036911	867.0	976.53	-0.1289	0.32642	1674.2	1109.9	1170.7	4915.4	0	1	0.5684600000000001	0.63862	0	0	268.85	2.4899	7.0981	17.928	1.1105	0.40767	0.51363	0	0	0	0.44398999999999994	2207.0	653.63	0	0.61812	1	0	0.29293	0	1113.4	0	0.040513	0	306.19	29.156999999999996	1342.8	0	0	0	0	0	0	0.33559	140.47	1977.2	7381.2	0	568.28	11.024000000000001	9.2461	11053.0	0	0	0.37473	-0.21019000000000002	11.684000000000001	1858.1	0.3556	0	385.85	9396.2	7165.4	0	11.632	2.8528	8.1819	3.9118	1.3661	0	0	1	2.9874	2.5649	0	0	0	0	0	0	0	0	0	0	0	0	0	2492.5	168.21	3.1608
TCGA-CK-4952	COADREAD_6	0	0	869.42	0.026242	0.5745899999999999	0	0.03304	1	16468.0	6474.4	1518.2	0.27928000000000003	0.35781	0.41116	6948.8	0.44505	0.23831999999999998	1240.7	0.58424	254.6	0.6935100000000001	0.61251	0.6473	11474.0	643.88	0.6974	0.69993	0.68515	1259.5	0.41166	14369.0	0.033474000000000004	0.58929	0	0.048955	0.64781	0.74888	0.34126	0.32989	747.44	0.75793	0.3113	0.20277	0.63034	0.69757	0.25172	0.80492	1.228	0.12734	0.52259	1790.2	528.45	0	1	1645.5	2527.6	0.34635	0.10692	0.7016899999999999	0.4093	55.26	0.6530600000000001	0.42718999999999996	0.70948	0.029318	397.46	400.33	0.62783	0.27784000000000003	1270.6	1370.9	1703.6	2203.4	0	0	0.72511	0.80642	0	0	277.53	0.62783	6.2783	5.6505	0.0	0.37104000000000004	0.4024	0	0	0	0.23143000000000002	1734.8	1498.2	0	0.88899	0	0	0.036692	0	1077.8	0	0.16822	0	149.41	1.183	771.18	0	0	0	0	0	0	0.70981	129.76	137.54	8826.0	0	824.4	180.93	2.456	13639.0	0	0	7.534	0.0	3.1392	686.04	308.64	0	617.68	11833.0	17584.0	0	12.557	7.534	6.2783	5.7307	1.8835	0	0	0	0.0	3.1392	0	0	0	0	0	1	0	0	0	0	1	0	1	2944.3	1.228	1.8835
TCGA-CK-5912	COADREAD_1	0	0	583.33	0.03798	0.048236	0	0.018265	0	19030.0	2420.7	2032.9	0.059163	0.036907999999999996	0.054982	11317.0	0.0283	0.041137	3094.3	0.060414999999999996	457.58	0.039874	0.042522000000000004	0.028144	6383.7	1548.9	0.080803	0.028439999999999997	0.044302999999999995	4094.3	0.079275	5793.4	0.026077999999999997	0.02481	0	0.030239	0.068715	0.26911	0.041516000000000004	0.060148	1593.8	0.32456	0.01641	0.079782	0.033213	0.038432999999999995	0.049635000000000006	0.47108999999999995	4618.3	0.050381999999999996	0.030785000000000003	6019.8	285.43	-1	1	5361.3	4442.1	0.039699	0.035442	0.027773000000000003	1.4969999999999999	22.455	0.05171799999999999	0.039591	0.039388	0.03785	138.22	252.5	12.933	0.06572	949.1	5476.1	1653.2	3389.2	0	0	0.047513	0.041406	-1	-1	940.62	1.6166	4.2033	3.2333	1.2933	0.032576	0.042847	-1	-1	-1	0.020113	9175.1	2729.0	1	0.06389700000000001	0	-1	0.034027999999999996	-1	3887.7	0	0.035366	-1	426.15	8.8972	626.75	-1	-1	-1	-1	-1	-1	0.034776999999999995	48.902	4289.9	7085.8	-1	2276.9	2929.6	0.0	13326.0	0	1	4.5266	2.2633	3.5566	716.07	1.996	0	791.42	18621.0	9140.7	0	14.227	10.993	10.67	10.479000000000001	0.96999	-1	-1	0	3.5566	1.2933	0	0	0	0	0	1	-1	-1	1	0	1	-1	0	2257.0	0.0	0.64666
TCGA-CK-5913	COADREAD_4	0	1	68.153	0.5030100000000001	0.6515	1	0.4916	1	11188.0	4290.7	1414.4	0.39357	0.6805100000000001	0.48381	6488.0	0.035842	0.38996	214.98	0.36891999999999997	58.477	0.5584600000000001	0.56524	0.5729	12493.0	697.52	0.67355	0.54972	0.60435	1199.4	0.64082	9922.2	0.5242600000000001	0.69407	0	0.51403	0.73821	0.59132	0.25111	0.43851999999999997	397.14	0.034388	0.32039	0.49327	0.68442	0.41329	0.044946	0.29767	2.1035	0.052088999999999996	0.37729	1074.3	1704.2	0	1	2278.5	5596.1	0.31424	0.063965	0.47035	0.0	6.3105	0.57513	0.4426	0.46066999999999997	0.23001	156.92	990.75	0.26925	0.48135	1631.0	331.51	1074.5	9404.7	0	0	0.62105	0.7187899999999999	0	0	231.81	3.5002	8.616	5.385	0.5385	0.5221100000000001	0.64182	0	0	0	0.26546	1411.9	1130.8	0	0.47736999999999996	0	0	0.14568	0	1006.3	0	0.37537	0	246.53	25.276	1727.0	0	0	0	0	0	0	0.4717	118.22	2189.7	8994.1	0	607.91	7.9933	2.5242	6769.5	0	0	5.6542	0.0	6.1927	944.89	0.4207	0	402.19	11905.0	11565.0	0	13.732000000000001	5.9235	1.6155	2.5242	1.077	0	0	0	1.077	2.154	0	0	0	0	0	1	0	0	0	0	1	0	-1	4800.2	42.07	1.6155
TCGA-CK-5914	COADREAD_2	1	0	637.1	0.047532	0.20736	0	0.53594	0	29260.0	5511.9	1922.2	0.74033	0.035911	0.1247	26141.0	0.030537	0.038367	1077.8	0.042947000000000006	349.94	0.038769	0.68378	0.038022	8767.1	1483.2	0.80634	0.031311	0.79246	5141.8	0.080915	9274.6	0.036435	0.26628	0	0.037110000000000004	0.12342	0.33394	0.024876	0.21309	1637.9	0.05625700000000001	0.32954	0.075143	0.32414	0.045938	0.045637	0.36334	884.57	0.030106	0.42073999999999995	4469.5	756.18	-1	1	4512.4	3824.2	0.032135000000000004	0.2411	0.025974	55.488	116.65	0.043224	0.047985	0.7753	0.037745	270.96	552.45	0.0	0.044577	1009.3	4813.8	1926.3	5431.8	0	0	0.6241300000000001	0.045786	-1	-1	952.21	2.8171	6.761	4.5073	0.5634100000000001	0.019569	0.034736	-1	-1	-1	0.37966	8050.2	3103.7	-1	0.040138	0	-1	0.028270999999999998	-1	5458.9	1	0.12105999999999999	-1	880.92	19.68	1347.5	-1	-1	-1	-1	-1	-1	0.55428	10.530999999999999	1899.5	12578.0	-1	2019.8	1403.0	2.0251	13158.0	0	1	3.3805	0.5634100000000001	5.0707	1481.6	448.36	0	517.62	14287.0	18883.0	0	10.141	46.763000000000005	13.522	16.605999999999998	2.8171	-1	0	0	1.1268	1.1268	1	0	0	0	0	1	0	0	1	1	1	0	1	2832.7	20.250999999999998	2.8171
TCGA-CK-5915	COADREAD_2	0	0	630.11	0.058845	0.59109	0	0.41051000000000004	0	17761.0	3642.1	1490.2	0.65569	0.037244	0.15849000000000002	20813.0	0.036523	0.054491	2193.2	0.9011100000000001	609.24	0.060175	0.048475	0.027035000000000003	11046.0	2044.8	0.87971	0.085414	0.66065	2016.9	0.12367	10389.0	0.026775	0.49423	0	0.04587	0.12455	0.29186	0.06554600000000001	0.38081	1316.6	0.31276	0.39147	0.079831	0.030177999999999996	0.048777	0.072013	0.5292399999999999	4283.8	0.040912000000000004	0.043275	8624.2	1196.3	-1	1	3027.5	11436.0	0.038641	0.26171	0.028926999999999998	189.16	800.18	0.079204	0.038713	0.042484	0.034020999999999996	365.9	28.419	1.4526	0.066088	1156.3	11500.0	1643.9	6239.8	0	0	0.50966	0.094151	-1	-1	675.84	0.0	1.4526	5.8105	1.4526	0.029762	0.49088000000000004	-1	-1	-1	0.81045	9241.6	3817.1	-1	0.048099	0	-1	0.038005000000000004	-1	6803.7	1	0.057603999999999995	-1	418.74	8.7744	1360.6	-1	-1	-1	-1	-1	-1	0.38832	178.95	7528.4	6845.0	-1	1413.4	553.73	0.444	8297.5	1	-1	8.3526	0.0	3.9947	2002.2	69.71600000000001	0	1045.7	8391.2	12175.0	0	21.789	18.884	9.442	6.6607	0.0	-1	-1	0	1.8158	1.8158	1	0	0	0	0	1	-1	-1	1	1	1	-1	-1	4558.6	28.419	2.5421
TCGA-CK-5916	COADREAD_4	1	1	111.89	0.4665	0.5518	1	0.4648	1	12291.0	914.38	2351.3	0.7006899999999999	0.5623	0.18600999999999998	5760.0	0.51623	0.24841	395.0	0.5255	83.26700000000001	0.58738	0.67867	0.5055	16592.0	177.98	0.6088100000000001	0.47113	0.71183	1335.9	0.6439	9711.1	0.4007	0.63205	1	0.64781	0.61712	0.55099	0.53354	0.44351	1015.3	0.26566	0.32696	0.6411399999999999	0.6409	0.47134	0.5514600000000001	0.49501000000000006	19.256	0.19938	0.36974	33.306999999999995	935.72	0	1	1971.4	7677.3	0.5627	0.51922	0.66291	0.0	12.49	0.0567	0.61178	0.035661	0.26461999999999997	55.685	807.7	0.30635999999999997	0.39487	1912.0	346.6	1276.6	4894.6	0	0	0.5607800000000001	0.63967	0	0	376.79	1.5318	12.561	5.974	0.45953999999999995	0.43914	0.68379	0	0	0	0.51399	1236.0	678.63	0	0.24995	0	0	0.60668	0	932.6	0	0.68024	0	155.61	33.692	2015.1	0	0	0	0	0	0	0.34571	162.89	2582.3	7955.7	0	727.03	28.103	2.0817	6901.3	0	0	0.30635999999999997	0.0	2.2977	902.41	0.0	0	299.76	14296.0	15371.0	0	6.7399	4.4422	6.1271	0.0	0.76589	0	0	0	0.15317999999999998	2.2977	0	0	0	0	0	0	0	0	0	0	0	0	0	4001.5	0.0	0.6127199999999999
TCGA-CK-6746	COADREAD_4	0	1	57.482	0.6445	0.72752	1	0.094319	1	17244.0	1037.9	136.86	0.3752	0.79904	0.10761	678.83	0.21235	0.31916	17.336	0.5455300000000001	31.934	0.82905	0.70898	0.69724	15870.0	144.62	0.5464899999999999	0.46531999999999996	0.58744	824.36	0.80047	9637.3	0.69379	0.73144	0	0.78552	0.51579	0.77899	0.5009	0.1084	480.84	0.04174	0.39254	0.5355800000000001	0.71125	0.11928	0.39285	0.70962	2.281	0.31072	0.44606	202.03	1868.6	0	1	3721.7	2601.3	0.49571000000000004	0.12082000000000001	0.79751	0.0	21.898000000000003	0.77891	0.8156800000000001	0.7941699999999999	0.38042	7.7555	1582.1	0.0	0.5797	3197.5	242.7	904.2	2591.7	0	0	0.75429	0.82758	0	0	332.12	0.50236	24.114	6.2796	0.75355	0.62142	0.45311999999999997	0	0	0	0.26802	1827.1	341.7	0	0.5708	0	0	0.1062	0	641.42	0	0.11607999999999999	0	178.83	20.383	2782.4	0	0	0	0	0	0	0.46785	93.522	3577.1	12450.0	0	719.43	143.25	18.704	13443.0	0	0	0.25118	0.0	5.0236	887.32	2.281	0	265.06	17288.0	39868.0	0	5.7772	2.2606	8.7914	2.7372	0.0	0	0	0	1.2559	9.2937	0	0	0	0	0	1	0	0	0	0	1	0	-1	1295.6	0.0	5.0236
TCGA-CK-6747	COADREAD_3	1	0	718.89	0.051001	0.44353000000000004	0	0.35789	0	15687.0	4366.2	1195.3	0.40924	0.032594	0.16697	9425.3	0.03225	0.067152	7886.1	0.49383	348.98	0.05739400000000001	0.62357	0.044933999999999995	14481.0	2453.1	0.087612	0.03377	0.59272	1616.7	0.12186	10172.0	0.039136000000000004	0.026217	0	0.04311	0.30418	0.34315	0.10668	0.8212799999999999	931.95	0.14227	0.22732	0.076606	0.40656	0.054048	0.054929	0.39211	4140.3	0.051163	0.051112	10908.0	660.85	0	1	2216.5	12448.0	0.041094	0.37244	0.4574	81.917	442.65	0.055452	0.053005	0.053423000000000005	0.035932	1862.4	415.1	1.3384	0.075973	922.76	5999.4	1993.6	15319.0	0	0	0.08468099999999999	0.55772	0	0	498.12	1.1472	5.7358	12.619000000000002	1.7208	0.36751999999999996	0.81963	0	0	0	0.031841	2473.7	2358.0	0	0.057235	1	0	0.033027	0	1737.2	0	0.21114000000000002	0	246.12	7.8905	1216.3	0	0	0	0	0	0	0.42651000000000006	91.101	1735.0	8603.1	0	903.66	59.876999999999995	2.5714	11804.0	0	0	2.4855	1.7208	4.0151	1642.0	58.775	1	682.15	15588.0	14280.0	0	5.1623	6.5006	9.1773	1.102	0.57358	0	0	0	1.7208	10.898	0	0	0	0	0	0	0	0	0	0	0	0	0	5153.4	594.73	2.8679
